Quantity,Level,Day_Zero_Occupancy,Premium_to_Submarket_Pct,Asking_vs_Effective_Spread,Asset_Luxury_Score,Competitors_Within_2Miles,Name,LeaseUpTime,Market,Row_Index,Cluster,Archetype,PCA1,PCA2,Submarket,Latitude,Longitude
220,23,0.077,0.35694783557220566,0.08339029391660971,4.3,0,Seven,7,"Austin-Round Rock, TX",571,2,Urban Luxury High-Rise,2.2825974977161514,1.0099262251743102,Downtown/University,30.27057,-97.74907
300,3,0.06,0.1430094758400662,0.0,4.0,0,Silverado Crossing,10,"Austin-Round Rock, TX",578,1,Suburban High-Velocity,-0.05160587604761048,-0.9345210350318576,San Marcos,30.08141,-97.82838
320,23,0.04,0.2614159470787458,0.04331087584215592,4.3,0,Skyhouse Austin,17,"Austin-Round Rock, TX",582,2,Urban Luxury High-Rise,2.2130632341144887,0.736537491162225,Downtown/University,30.25725,-97.73908
250,6,0.0,0.5479561356228049,0.0,4.3,0,South Shore District I,24,"Austin-Round Rock, TX",596,1,Suburban High-Velocity,1.6173884509119838,-1.1797482807808943,Riverside,30.2433,-97.72724
162,5,0.018,0.494615380321299,0.0416452442159383,4.3,0,South Shore District II,16,"Austin-Round Rock, TX",597,1,Suburban High-Velocity,1.1701430990833492,-0.9174007007620133,Riverside,30.2433,-97.72724
94,4,0.0,0.4868110294885368,0.027728613569321534,4.3,0,South Shore District III,12,"Austin-Round Rock, TX",598,1,Suburban High-Velocity,1.0914506590949526,-1.187316997473206,Riverside,30.2433,-97.72724
308,3,0.032,0.16915855474859534,0.0,4.0,0,Southpark Crossing,11,"Austin-Round Rock, TX",600,1,Suburban High-Velocity,0.03409903207841345,-0.9879374606233761,Southeast Austin,30.16407,-97.7848
328,2,0.003,0.049144009441287356,0.0,2.0,0,Springs at Lakeline,19,"Austin-Round Rock, TX",609,0,Value-Add / Boutique,-1.91531386055415,-0.14496020367660334,Northwest Austin,30.4678,-97.77094
260,2,0.034,0.009559909609115947,0.0,2.7,0,Springs at Round Rock,15,"Austin-Round Rock, TX",610,0,Value-Add / Boutique,-1.526924312347209,-0.43753568373081986,Round Rock/Georgetown,30.53825,-97.67459
256,2,0.031,0.03720182082160659,0.08314773570898293,3.7,0,Springs at Sunfield,15,"Austin-Round Rock, TX",611,0,Value-Add / Boutique,-1.0148412522505939,-0.2094760764285023,San Marcos,30.0787,-97.81747
512,3,0.587,-0.02922812408916841,0.028921998247151623,3.0,0,Still Waters,8,"Austin-Round Rock, TX",616,0,Value-Add / Boutique,-1.4976891656266695,0.8740391982964122,Southeast Austin,30.16408,-97.77943
300,3,0.0,0.027963809717468535,0.0,4.0,0,Stone Hill,10,"Austin-Round Rock, TX",617,1,Suburban High-Velocity,-0.36504218766488616,-0.9766500008014772,Pflugerville/Wells Branch,30.46142,-97.60957
352,4,0.034,0.24807073650183056,0.08307501549907005,4.3,0,Sur512,18,"Austin-Round Rock, TX",632,1,Suburban High-Velocity,0.26728770303213745,-0.3532143111241984,Far South Austin,30.2117,-97.77215
300,4,0.04,0.6440648106978222,0.0,4.3,0,Sync at Mueller,17,"Austin-Round Rock, TX",636,1,Suburban High-Velocity,1.7140964368821068,-1.275411200604735,East Austin,30.30043,-97.70728
286,3,0.585,0.2800184912995423,0.0,4.3,0,Sync at Purgatory Creek,9,"Austin-Round Rock, TX",637,1,Suburban High-Velocity,0.4188884367352121,-0.2765925033686449,San Marcos,29.86733,-97.96175
246,4,0.061,0.25570412427099504,0.0,4.3,0,Tacara at Steiner Ranch,13,"Austin-Round Rock, TX",638,1,Suburban High-Velocity,0.5745004948829227,-1.0878076074798761,Far West Austin,30.38585,-97.88663
192,3,0.052,0.10992741649677878,0.0,4.3,0,Ten Oaks,6,"Austin-Round Rock, TX",643,1,Suburban High-Velocity,0.04686874488382812,-1.1469124569519462,North Central Austin,30.41015,-97.67898
372,4,0.138,0.13506451164247937,0.0,4.0,0,Terra,17,"Austin-Round Rock, TX",644,1,Suburban High-Velocity,0.021777565305167595,-0.6706841658643973,Southeast Austin,30.16937,-97.76925
378,6,0.0,0.22237153256216702,0.0,3.3,0,The 704,19,"Austin-Round Rock, TX",648,1,Suburban High-Velocity,-0.035914932868303676,-0.4743831206321066,South Austin,30.24056,-97.78606
388,4,0.012,0.3269097015726995,0.07874015748031496,4.3,0,The Addison at Kramer Station,22,"Austin-Round Rock, TX",649,1,Suburban High-Velocity,0.529604499330347,-0.43802495020780224,North Central Austin,30.39667,-97.71855
334,3,0.029,0.4144972349098699,0.0,4.3,0,The Allure,13,"Austin-Round Rock, TX",651,1,Suburban High-Velocity,0.9773882496467737,-1.2293784706238597,Cedar Park,30.52781,-97.79289
346,5,0.0,0.8256599333599958,0.035161744022503515,4.3,1,The Arnold,24,"Austin-Round Rock, TX",653,1,Suburban High-Velocity,2.7360347756591827,0.18599257858466897,East Austin,30.2624,-97.72553
350,3,0.52,0.09808858564118067,0.15350488021295475,4.3,0,The Asten at Ribelin Ranch,9,"Austin-Round Rock, TX",658,1,Suburban High-Velocity,-0.6725517975104409,1.0395225688275658,Far West Austin,30.39502,-97.83323
120,4,0.083,0.18747097857735634,0.056451612903225805,3.0,0,The Beverly,10,"Austin-Round Rock, TX",661,0,Value-Add / Boutique,-0.8887580459289178,-0.0604725687587916,Downtown/University,30.26963,-97.73569
358,35,0.103,0.5067028465750741,0.0,4.3,0,The Bowie,24,"Austin-Round Rock, TX",663,2,Urban Luxury High-Rise,4.1980104552251305,1.2966791559719713,Downtown/University,30.26906,-97.75317
348,3,0.0,0.21662975529599784,0.0,3.3,0,The Bridge at Centeridge,11,"Austin-Round Rock, TX",666,1,Suburban High-Velocity,-0.3411967899270547,-0.7221657378478297,North Central Austin,30.41291,-97.66833
300,19,0.05,0.5995441522193488,0.0683495145631068,4.3,0,The Catherine,16,"Austin-Round Rock, TX",671,2,Urban Luxury High-Rise,2.703314843303439,0.4749954022010189,South Austin,30.25976,-97.74799
63,8,0.0,0.09086639579800443,0.0,4.0,2,The Corner,5,"Austin-Round Rock, TX",679,2,Urban Luxury High-Rise,1.2366970578760415,1.6187291787944742,Downtown/University,30.29035,-97.74777
208,3,0.163,0.1255408822718019,0.0,3.7,0,The Cove at Saddle Creek,18,"Austin-Round Rock, TX",680,1,Suburban High-Velocity,-0.39196035759216036,-0.6908820272216908,Far South Austin,30.1636,-97.82699
375,4,0.022,0.32492657845976364,0.08301158301158301,4.0,0,The Davis SoCo,14,"Austin-Round Rock, TX",682,1,Suburban High-Velocity,0.2704859589312642,-0.2607463321950661,South Austin,30.22676,-97.76152
384,2,0.005,0.009967725481290539,0.0,3.3,0,The Emerson,17,"Austin-Round Rock, TX",686,1,Suburban High-Velocity,-1.015932947774303,-0.6595067442588594,Pflugerville/Wells Branch,30.48367,-97.63268
396,3,0.083,0.0348486127672807,0.19095940959409594,3.7,0,The Fairways at Star Ranch,12,"Austin-Round Rock, TX",688,0,Value-Add / Boutique,-1.322602087325025,0.9622524387470412,Round Rock/Georgetown,30.51112,-97.58083
176,3,0.068,0.14598919231080815,0.0,0.0,0,The Fitzroy San Marcos,14,"Austin-Round Rock, TX",690,0,Value-Add / Boutique,-3.1433990582010845,0.7673998562261329,San Marcos,29.84658,-97.95038
246,3,0.742,0.31181449502197794,0.0,4.3,0,The Green at Plum Creek,5,"Austin-Round Rock, TX",696,1,Suburban High-Velocity,0.45217113535205916,-0.06238076937526742,San Marcos,30.02555,-97.87576
322,4,0.122,0.2971532809630902,0.08323494687131051,4.0,0,The Guthrie,8,"Austin-Round Rock, TX",698,1,Suburban High-Velocity,0.1432850299997094,-0.11933478175071316,East Austin,30.25888,-97.70448
282,3,0.727,-0.1863200280893683,0.0,2.3,0,The Heights on Parmer,5,"Austin-Round Rock, TX",700,0,Value-Add / Boutique,-2.4881609378462946,1.0804865168919764,North Central Austin,30.39057,-97.65141
292,3,0.037,0.06843125520472934,0.0,3.7,0,The Highlands,11,"Austin-Round Rock, TX",702,1,Suburban High-Velocity,-0.491141918480838,-0.8077253223776347,Pflugerville/Wells Branch,30.4331,-97.65115
293,3,0.119,0.10308651804174557,0.031044214487300093,4.0,0,The Landing Double Creek,10,"Austin-Round Rock, TX",707,1,Suburban High-Velocity,-0.30851354953342736,-0.5622550579151465,Far South Austin,30.14021,-97.79916
374,2,0.189,0.1422601133840363,0.0,4.3,0,The M at Lakeline,7,"Austin-Round Rock, TX",710,1,Suburban High-Velocity,0.0724366913003555,-0.8739302515596057,Cedar Park,30.47832,-97.7908
360,3,0.1,0.03941667410010846,0.14066985645933014,3.0,0,The Marquis at Brushy Creek,31,"Austin-Round Rock, TX",712,0,Value-Add / Boutique,-1.661635010663262,0.8522311626886583,Cedar Park,30.48446,-97.73622
415,4,0.05,0.15700855206729533,0.0766016713091922,4.3,1,The Michael at Presidio,21,"Austin-Round Rock, TX",716,1,Suburban High-Velocity,0.5695263320486027,0.9255001178285303,Cedar Park,30.47675,-97.78493
305,29,0.0,0.3536119986561338,0.0,3.0,3,The Monarch by Windsor,14,"Austin-Round Rock, TX",717,2,Urban Luxury High-Rise,3.780357763770233,4.925690134421693,Downtown/University,30.26905,-97.75156
255,3,0.019,0.10451097618104117,0.0,3.7,0,The Monterra Apartments,9,"Austin-Round Rock, TX",718,1,Suburban High-Velocity,-0.3955222580346619,-0.8836006758325103,Northwest Austin,30.43892,-97.73359
320,3,0.024,0.08906990719055592,0.07064821558630735,4.0,0,The Park at Estancia,11,"Austin-Round Rock, TX",726,1,Suburban High-Velocity,-0.4700258487582047,-0.3609110154559768,Southeast Austin,30.12438,-97.80464
168,3,0.0,0.029242843082316335,0.0,3.3,0,The Ridge at Headwaters,11,"Austin-Round Rock, TX",737,0,Value-Add / Boutique,-0.9422456944717016,-0.7650729581163873,Southwest Austin,30.19737,-98.04856
236,3,0.135,0.18665127905106946,0.0,4.3,1,The Santal I,7,"Austin-Round Rock, TX",740,1,Suburban High-Velocity,0.7795864790452799,0.1990191108488739,Southwest Austin,30.25916,-97.86094
212,3,0.051,0.060042840183475644,0.06619800820152313,3.3,0,The Santal II,8,"Austin-Round Rock, TX",741,0,Value-Add / Boutique,-1.1156767993282628,-0.10850480517787957,Southwest Austin,30.25916,-97.86094
270,4,0.114,-0.15070948478890736,0.16666666666666666,3.0,0,The Sarah,9,"Austin-Round Rock, TX",742,0,Value-Add / Boutique,-2.2534109216589115,1.1956313911635656,Cedar Park,30.58042,-97.80525
396,3,0.03,0.16315904427231365,0.11777777777777777,3.7,0,The Settlement,10,"Austin-Round Rock, TX",743,1,Suburban High-Velocity,-0.6487071463116448,0.1979014035839221,San Marcos,30.02605,-97.84763
563,5,0.429,0.3726787668815093,0.08349641226353555,4.3,0,The Standard at Domain North Side,5,"Austin-Round Rock, TX",747,1,Suburban High-Velocity,0.6795221702680854,0.4790622885049167,North Central Austin,30.40336,-97.72264
225,3,0.026,0.014152122225820017,0.0,3.3,0,The Standard at Leander Station,11,"Austin-Round Rock, TX",748,0,Value-Add / Boutique,-0.9728386954760159,-0.6712466825693605,Cedar Park,30.58526,-97.84816
228,4,0.03,0.21842535133288146,0.0,4.3,0,The Summit at Rivery Park I,14,"Austin-Round Rock, TX",751,1,Suburban High-Velocity,0.4698552078955059,-1.1342629197654233,Round Rock/Georgetown,30.64727,-97.68655
166,4,0.042,0.05358513183368087,0.04818325434439179,4.0,0,The View at Cedar Park,23,"Austin-Round Rock, TX",753,1,Suburban High-Velocity,-0.44895209633425076,-0.5420654813296818,Cedar Park,30.5285,-97.82406
156,2,0.0,-0.31280473373300366,0.0,1.7,0,The Villas of Cordoba,19,"Austin-Round Rock, TX",755,0,Value-Add / Boutique,-3.2428801728628716,0.03408209286959259,Southeast Austin,30.19013,-97.73265
104,3,0.163,-0.07562269387022189,0.07266881028938907,2.7,0,Thornton Flats,17,"Austin-Round Rock, TX",762,0,Value-Add / Boutique,-2.058246087202731,0.3848472505612931,South Austin,30.24345,-97.77267
312,4,0.294,0.2031305754089869,0.0,4.3,0,Travis at The Lake,7,"Austin-Round Rock, TX",786,1,Suburban High-Velocity,0.3815275223435338,-0.6251767969327551,Far West Austin,30.38493,-97.944
335,5,0.0,0.17266218290355248,0.08322744599745871,3.7,0,Tree Apartments,15,"Austin-Round Rock, TX",787,1,Suburban High-Velocity,-0.31165323436295894,-0.04001058844355028,South Austin,30.22876,-97.76697
168,3,0.023,0.0887348415005661,0.0,4.3,0,Trillium Terrace,7,"Austin-Round Rock, TX",790,1,Suburban High-Velocity,-0.014267370757820644,-1.2026189203432933,Far South Austin,30.20742,-97.80646
179,2,0.016,0.35406763139354275,0.0,4.3,0,Two Rivers,7,"Austin-Round Rock, TX",794,1,Suburban High-Velocity,0.660417688637696,-1.4141959047028927,Round Rock/Georgetown,30.64447,-97.67776
179,3,0.027,0.29361923042703264,0.031042128603104215,4.3,1,Urban North,15,"Austin-Round Rock, TX",795,1,Suburban High-Velocity,0.9735320144505057,0.1831750865516569,Northwest Austin,30.43767,-97.77071
444,4,0.335,0.6100887275219401,0.06556082148499211,4.3,0,Villages At The Domain,6,"Austin-Round Rock, TX",809,1,Suburban High-Velocity,1.324049159898614,-0.11145934549404408,North Central Austin,30.39619,-97.72576
356,3,0.427,0.18737079420963146,0.18908748824082786,3.3,0,Villages at Turtle Rock,8,"Austin-Round Rock, TX",810,0,Value-Add / Boutique,-1.293150965144584,1.5891208903271985,Northwest Austin,30.45125,-97.77477
438,2,0.025,0.1523654945459529,0.02704443013522215,4.3,0,Villages of Georgetown,18,"Austin-Round Rock, TX",812,1,Suburban High-Velocity,0.06236363330693149,-0.8761295518901177,Round Rock/Georgetown,30.58402,-97.66645
270,2,0.044,0.021201671645384012,0.0,3.3,0,Villas at Spring Trails I,12,"Austin-Round Rock, TX",815,0,Value-Add / Boutique,-1.0346084606592134,-0.6867935374122772,Pflugerville/Wells Branch,30.47985,-97.62714
350,3,0.538,0.3052491261601355,0.0,3.7,0,Villas at Tech Ridge,15,"Austin-Round Rock, TX",817,1,Suburban High-Velocity,0.06873812534141206,-0.051025502045483714,Pflugerville/Wells Branch,30.42336,-97.66562
264,3,0.7,0.01096754331348752,0.19489795918367347,3.7,0,Vista at Plum Creek,4,"Austin-Round Rock, TX",821,0,Value-Add / Boutique,-1.6258381629504206,1.9303706439047477,San Marcos,30.01722,-97.87203
139,3,0.014,0.23817470538674435,0.01079136690647482,4.0,1,Waller Creekside on 51st,8,"Austin-Round Rock, TX",827,1,Suburban High-Velocity,0.6553457719206596,0.12329012712678421,Near North Austin,30.31568,-97.72454
277,3,0.003,0.10676297808198701,0.0,3.7,0,Walnut Park,14,"Austin-Round Rock, TX",829,1,Suburban High-Velocity,-0.37685891941066474,-0.8945920698305388,North Central Austin,30.39538,-97.6786
200,2,0.75,-0.01874508702034044,0.06382978723404255,3.7,0,Walnut Ridge Phase I & II,14,"Austin-Round Rock, TX",830,0,Value-Add / Boutique,-1.3196057809936657,0.8067323869930396,Southeast Austin,30.10905,-97.3063
264,6,0.049,0.5163430734642066,0.0,4.3,0,Water Marq,11,"Austin-Round Rock, TX",831,1,Suburban High-Velocity,1.517841103075157,-1.0721135755403952,South Austin,30.25441,-97.74379
264,3,0.34,0.2044218433462546,0.0,4.3,0,Wells Junction,5,"Austin-Round Rock, TX",839,1,Suburban High-Velocity,0.2627555126229939,-0.6618697219510955,Pflugerville/Wells Branch,30.43414,-97.65279
210,5,0.028,0.1433860083660697,0.08314350797266515,4.3,0,West Koenig Flats,10,"Austin-Round Rock, TX",842,1,Suburban High-Velocity,0.011130796675933915,-0.34198393801016824,Near North Austin,30.32201,-97.71922
334,4,0.021,0.4002120184894864,0.13281753707285623,4.3,0,West Lake Vistas,17,"Austin-Round Rock, TX",843,1,Suburban High-Velocity,0.5036964089768439,-0.047987382856908276,Far West Austin,30.36854,-97.8032
189,4,0.005,0.42080827207770305,0.08340971585701192,4.3,0,Westerly 360,22,"Austin-Round Rock, TX",847,1,Suburban High-Velocity,0.7127099220264211,-0.6081391471589094,Southwest Austin,30.26085,-97.81037
268,17,0.1,0.4834351598402275,0.0,4.3,0,Whitley Apartments,10,"Austin-Round Rock, TX",852,2,Urban Luxury High-Rise,2.4308418014124773,-0.13238812396166114,Downtown/University,30.2651,-97.7422
352,4,0.059,0.26443414855448644,0.08372365339578454,4.3,0,Windsor Burnet,10,"Austin-Round Rock, TX",858,1,Suburban High-Velocity,0.30468264173413917,-0.3144861722316477,North Central Austin,30.38659,-97.7224
300,3,0.03,-0.06169459285261741,0.19305019305019305,3.3,0,Windsor Lantana Hills,13,"Austin-Round Rock, TX",859,0,Value-Add / Boutique,-1.932341704217349,1.045684165877163,Southwest Austin,30.2474,-97.85868
370,4,0.175,0.07056758701544764,0.051171393341553635,3.7,0,Windsor Oak Hill,11,"Austin-Round Rock, TX",860,1,Suburban High-Velocity,-0.6068149844088735,-0.016608066202133547,Southwest Austin,30.24857,-97.86086
187,31,0.14,0.07338334772009932,0.17926932880203908,3.3,0,Windsor On The Lake,8,"Austin-Round Rock, TX",861,2,Urban Luxury High-Rise,1.0369107668844364,3.0870513828471213,Downtown/University,30.25596,-97.73959
290,3,0.013,0.10932208999990767,0.0,4.3,0,Windsor Republic Place,16,"Austin-Round Rock, TX",862,1,Suburban High-Velocity,0.09043844100347707,-1.1370474780545123,Northwest Austin,30.43891,-97.73775
340,5,0.029,0.4028200843673473,0.03245248029670839,3.7,0,Windsor South Lamar,18,"Austin-Round Rock, TX",863,1,Suburban High-Velocity,0.5443677477849785,-0.5278540829874727,South Austin,30.25721,-97.75993
72,2,0.097,0.054698789195021164,0.0,3.7,0,Woodcreek Apartments,8,"Austin-Round Rock, TX",865,0,Value-Add / Boutique,-0.7173155830519623,-0.9440089649149263,San Marcos,30.03098,-98.10173
40,2,0.25,0.05110303028053678,0.0,3.0,0,Colony Hills,12,"Akron, OH",880,0,Value-Add / Boutique,-1.3162496976342373,-0.40050600585834284,South Summit County,41.08548,-81.43438
105,6,0.847,0.7015018935895437,0.0,4.3,0,East End Residences,4,"Akron, OH",887,1,Suburban High-Velocity,1.770147902998972,0.03850870790694006,South Summit County,41.06638,-81.48264
